In 219 List,Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
YES,LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-AMI-HRRP,164,,1.0750,14.3449,13.3439,27,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-PN-HRRP,770,,1.0056,19.0399,18.9343,147,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9663,3.8567,3.9910,Too Few to Report,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-HF-HRRP,375,,1.0248,22.1907,21.6532,85,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-COPD-HRRP,228,,0.9876,18.7610,18.9969,42,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-AMI-HRRP,145,,0.8878,12.1661,13.7041,12,07/01/2020,06/30/2023
YES,MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-PN-HRRP,817,,1.2690,22.9845,18.1118,205,07/01/2020,06/30/2023
YES,MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0770,5.1261,4.7598,Too Few to Report,07/01/2020,06/30/2023
YES,MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-HF-HRRP,1226,,1.1023,21.2940,19.3173,268,07/01/2020,06/30/2023
YES,MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-COPD-HRRP,187,,1.1659,24.5684,21.0716,56,07/01/2020,06/30/2023
YES,MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-CABG-HRRP,96,,1.0454,10.9817,10.5049,12,07/01/2020,06/30/2023
YES,MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-AMI-HRRP,465,,1.1239,16.8121,14.9593,84,07/01/2020,06/30/2023
YES,UNITY HOSPITAL,330226,NY,READM-30-PN-HRRP,241,,1.1648,19.6456,16.8659,58,07/01/2020,06/30/2023
YES,UNITY HOSPITAL,330226,NY,READM-30-HIP-KNEE-HRRP,199,,1.0919,5.4606,5.0013,12,07/01/2020,06/30/2023
YES,UNITY HOSPITAL,330226,NY,READM-30-HF-HRRP,328,,1.0687,21.4176,20.0416,75,07/01/2020,06/30/2023
YES,UNITY HOSPITAL,330226,NY,READM-30-COPD-HRRP,109,,1.0973,21.2452,19.3618,29,07/01/2020,06/30/2023
YES,UNITY HOSPITAL,330226,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,UNITY HOSPITAL,330226,NY,READM-30-AMI-HRRP,N/A,,0.9471,14.3982,15.2021,Too Few to Report,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-PN-HRRP,374,,1.0500,15.9727,15.2123,63,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9403,4.4474,4.7299,Too Few to Report,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HF-HRRP,352,,1.0043,19.5165,19.4328,69,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-COPD-HRRP,83,,0.9831,16.8949,17.1855,13,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-AMI-HRRP,N/A,,1.0010,14.5690,14.5549,Too Few to Report,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-PN-HRRP,117,,1.0968,16.0587,14.6407,25,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9628,5.9525,6.1822,Too Few to Report,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-HF-HRRP,158,,1.0133,19.0395,18.7902,31,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-COPD-HRRP,57,,1.0876,20.4017,18.7584,17,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-AMI-HRRP,N/A,,0.9602,14.7189,15.3296,Too Few to Report,07/01/2020,06/30/2023
YES,MERCY HOSPITAL OF BUFFALO,330279,NY,READM-30-PN-HRRP,259,,1.0655,16.8843,15.8467,48,07/01/2020,06/30/2023
YES,MERCY HOSPITAL OF BUFFALO,330279,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MERCY HOSPITAL OF BUFFALO,330279,NY,READM-30-HF-HRRP,315,,1.0931,21.4755,19.6473,74,07/01/2020,06/30/2023
YES,MERCY HOSPITAL OF BUFFALO,330279,NY,READM-30-COPD-HRRP,100,,0.9902,17.6008,17.7744,17,07/01/2020,06/30/2023
YES,MERCY HOSPITAL OF BUFFALO,330279,NY,READM-30-CABG-HRRP,N/A,,0.8410,8.9251,10.6127,Too Few to Report,07/01/2020,06/30/2023
YES,MERCY HOSPITAL OF BUFFALO,330279,NY,READM-30-AMI-HRRP,269,,0.9874,12.8648,13.0294,34,07/01/2020,06/30/2023
YES,METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-HF-HRRP,N/A,,0.9747,20.7621,21.3006,Too Few to Report,07/01/2020,06/30/2023
YES,METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-PN-HRRP,366,,0.9917,16.5492,16.6876,60,07/01/2020,06/30/2023
YES,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9936,5.3121,5.3464,Too Few to Report,07/01/2020,06/30/2023
YES,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-HF-HRRP,341,,0.9540,18.8580,19.7681,61,07/01/2020,06/30/2023
YES,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-COPD-HRRP,83,,1.0053,18.8828,18.7832,16,07/01/2020,06/30/2023
YES,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-CABG-HRRP,126,,1.0697,11.7063,10.9440,17,07/01/2020,06/30/2023
YES,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-AMI-HRRP,232,,0.9892,14.0202,14.1735,32,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-PN-HRRP,777,,1.0256,18.3051,17.8478,144,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-HIP-KNEE-HRRP,333,,1.1752,5.9803,5.0887,22,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-HF-HRRP,996,,0.9416,20.5151,21.7870,200,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-COPD-HRRP,275,,1.1336,24.2378,21.3815,75,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-CABG-HRRP,N/A,,1.0021,10.9137,10.8908,Too Few to Report,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-AMI-HRRP,368,,1.1439,18.7929,16.4294,76,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-PN-HRRP,777,,1.0256,18.3051,17.8478,144,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-HIP-KNEE-HRRP,333,,1.1752,5.9803,5.0887,22,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-HF-HRRP,996,,0.9416,20.5151,21.7870,200,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-COPD-HRRP,275,,1.1336,24.2378,21.3815,75,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-CABG-HRRP,N/A,,1.0021,10.9137,10.8908,Too Few to Report,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-AMI-HRRP,368,,1.1439,18.7929,16.4294,76,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-PN-HRRP,777,,1.0256,18.3051,17.8478,144,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-HIP-KNEE-HRRP,333,,1.1752,5.9803,5.0887,22,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-HF-HRRP,996,,0.9416,20.5151,21.7870,200,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-COPD-HRRP,275,,1.1336,24.2378,21.3815,75,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-CABG-HRRP,N/A,,1.0021,10.9137,10.8908,Too Few to Report,07/01/2020,06/30/2023
YES,MONTEFIORE MEDICAL CENTER,330059,NY,READM-30-AMI-HRRP,368,,1.1439,18.7929,16.4294,76,07/01/2020,06/30/2023
YES,MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-PN-HRRP,199,,1.0506,16.4151,15.6248,36,07/01/2020,06/30/2023
YES,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-HIP-KNEE-HRRP,329,,0.8856,3.8103,4.3027,11,07/01/2020,06/30/2023
YES,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-HF-HRRP,181,,1.0879,21.5318,19.7915,45,07/01/2020,06/30/2023
YES,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-COPD-HRRP,70,,1.0356,19.7328,19.0545,16,07/01/2020,06/30/2023
YES,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-PN-HRRP,537,,0.9737,16.1659,16.6020,85,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7045,3.0332,4.3057,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HF-HRRP,882,,0.9656,19.4409,20.1336,169,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-COPD-HRRP,161,,1.1197,23.3620,20.8647,45,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-CABG-HRRP,N/A,,0.8531,8.7774,10.2894,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-AMI-HRRP,269,,1.0000,15.6139,15.6143,42,07/01/2020,06/30/2023
YES,MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-PN-HRRP,475,,1.1560,19.5531,16.9149,103,07/01/2020,06/30/2023
YES,MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-HF-HRRP,597,,1.0505,22.1812,21.1145,136,07/01/2020,06/30/2023
YES,MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-COPD-HRRP,138,,1.0716,20.0509,18.7113,32,07/01/2020,06/30/2023
YES,MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-AMI-HRRP,154,,0.9384,14.3446,15.2862,19,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-PN-HRRP,537,,0.9737,16.1659,16.6020,85,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7045,3.0332,4.3057,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HF-HRRP,882,,0.9656,19.4409,20.1336,169,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-COPD-HRRP,161,,1.1197,23.3620,20.8647,45,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-CABG-HRRP,N/A,,0.8531,8.7774,10.2894,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-AMI-HRRP,269,,1.0000,15.6139,15.6143,42,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-PN-HRRP,537,,0.9737,16.1659,16.6020,85,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7045,3.0332,4.3057,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HF-HRRP,882,,0.9656,19.4409,20.1336,169,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-COPD-HRRP,161,,1.1197,23.3620,20.8647,45,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-CABG-HRRP,N/A,,0.8531,8.7774,10.2894,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-AMI-HRRP,269,,1.0000,15.6139,15.6143,42,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-PN-HRRP,537,,0.9737,16.1659,16.6020,85,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7045,3.0332,4.3057,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HF-HRRP,882,,0.9656,19.4409,20.1336,169,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-COPD-HRRP,161,,1.1197,23.3620,20.8647,45,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-CABG-HRRP,N/A,,0.8531,8.7774,10.2894,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-AMI-HRRP,269,,1.0000,15.6139,15.6143,42,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-PN-HRRP,537,,0.9737,16.1659,16.6020,85,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7045,3.0332,4.3057,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HF-HRRP,882,,0.9656,19.4409,20.1336,169,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-COPD-HRRP,161,,1.1197,23.3620,20.8647,45,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-CABG-HRRP,N/A,,0.8531,8.7774,10.2894,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-AMI-HRRP,269,,1.0000,15.6139,15.6143,42,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-PN-HRRP,1103,,1.2071,20.3765,16.8799,238,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8848,3.8206,4.3180,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-HF-HRRP,694,,0.9313,18.5883,19.9585,124,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-COPD-HRRP,254,,0.9715,17.6277,18.1447,43,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-AMI-HRRP,228,,0.9724,12.8637,13.2286,28,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-PN-HRRP,537,,0.9737,16.1659,16.6020,85,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.7045,3.0332,4.3057,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-HF-HRRP,882,,0.9656,19.4409,20.1336,169,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-COPD-HRRP,161,,1.1197,23.3620,20.8647,45,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-CABG-HRRP,N/A,,0.8531,8.7774,10.2894,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI HOSPITAL,330024,NY,READM-30-AMI-HRRP,269,,1.0000,15.6139,15.6143,42,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-PN-HRRP,397,,0.9972,15.4125,15.4556,61,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-HIP-KNEE-HRRP,437,,1.0887,5.0140,4.6055,23,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-HF-HRRP,466,,1.1328,22.5419,19.8990,114,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-COPD-HRRP,111,,1.1461,23.6148,20.6038,35,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-CABG-HRRP,N/A,,0.8345,7.7420,9.2777,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-AMI-HRRP,106,,0.9812,15.0314,15.3194,15,07/01/2020,06/30/2023
YES,NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,READM-30-PN-HRRP,141,,1.1737,19.0304,16.2144,38,07/01/2020,06/30/2023
YES,NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,READM-30-HF-HRRP,91,,1.0258,21.0655,20.5364,21,07/01/2020,06/30/2023
YES,NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,READM-30-COPD-HRRP,71,,1.0946,18.9556,17.3180,19,07/01/2020,06/30/2023
YES,NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NATHAN LITTAUER HOSPITAL,330276,NY,READM-30-PN-HRRP,100,,0.9424,14.9639,15.8782,11,07/01/2020,06/30/2023
YES,NATHAN LITTAUER HOSPITAL,330276,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NATHAN LITTAUER HOSPITAL,330276,NY,READM-30-HF-HRRP,N/A,,0.9573,17.3083,18.0805,Too Few to Report,07/01/2020,06/30/2023
YES,NATHAN LITTAUER HOSPITAL,330276,NY,READM-30-COPD-HRRP,N/A,,1.0211,17.1387,16.7841,Too Few to Report,07/01/2020,06/30/2023
YES,NATHAN LITTAUER HOSPITAL,330276,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NATHAN LITTAUER HOSPITAL,330276,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-PN-HRRP,369,,1.2098,21.5434,17.8077,93,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-HF-HRRP,385,,1.1113,22.9440,20.6470,96,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-COPD-HRRP,110,,1.1579,22.3426,19.2961,34,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-AMI-HRRP,N/A,,1.0594,17.2988,16.3292,Too Few to Report,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-PN-HRRP,369,,1.2098,21.5434,17.8077,93,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-HF-HRRP,385,,1.1113,22.9440,20.6470,96,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-COPD-HRRP,110,,1.1579,22.3426,19.2961,34,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,READM-30-AMI-HRRP,N/A,,1.0594,17.2988,16.3292,Too Few to Report,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-PN-HRRP,2055,,0.9708,16.4492,16.9447,336,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HIP-KNEE-HRRP,558,,0.8169,4.2285,5.1762,21,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HF-HRRP,2454,,0.8950,18.4925,20.6614,446,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-COPD-HRRP,572,,0.9833,19.4169,19.7474,110,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-CABG-HRRP,406,,1.0068,11.0279,10.9532,45,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-AMI-HRRP,730,,1.0527,15.8186,15.0264,118,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-PN-HRRP,2055,,0.9708,16.4492,16.9447,336,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HIP-KNEE-HRRP,558,,0.8169,4.2285,5.1762,21,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HF-HRRP,2454,,0.8950,18.4925,20.6614,446,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-COPD-HRRP,572,,0.9833,19.4169,19.7474,110,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-CABG-HRRP,406,,1.0068,11.0279,10.9532,45,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-AMI-HRRP,730,,1.0527,15.8186,15.0264,118,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-PN-HRRP,2055,,0.9708,16.4492,16.9447,336,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HIP-KNEE-HRRP,558,,0.8169,4.2285,5.1762,21,07/01/2020,06/30/2023
