In 219 List,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Measure ID,Measure Name,Compared to National,Score,Footnote,Start Date,End Date
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,HAI_6_NUMERATOR,Clostridium Difficile (C.Diff): Observed Cases,No Different than National Benchmark,12,,01/01/2024,12/31/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,HAI_6_SIR,Clostridium Difficile (C.Diff),No Different than National Benchmark,0.654,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,No Different than National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,No Different than National Benchmark,1.122,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_1_DOPC,Central Line Associated Bloodstream Infection: Number of Device Days,No Different than National Benchmark,3045,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_1_ELIGCASES,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,No Different than National Benchmark,2.669,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_1_NUMERATOR,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,No Different than National Benchmark,0,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),No Different than National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Better than the National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Better than the National Benchmark,0.759,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_2_DOPC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,Better than the National Benchmark,4023,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_2_ELIGCASES,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,Better than the National Benchmark,3.948,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_2_NUMERATOR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,Better than the National Benchmark,0,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Better than the National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,No Different than National Benchmark,0.160,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,No Different than National Benchmark,3.156,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_3_DOPC,SSI - Colon Surgery: Number of Procedures,No Different than National Benchmark,83,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_3_ELIGCASES,SSI - Colon Surgery: Predicted Cases,No Different than National Benchmark,2.094,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_3_NUMERATOR,SSI - Colon Surgery: Observed Cases,No Different than National Benchmark,2,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_3_SIR,SSI - Colon Surgery,No Different than National Benchmark,0.955,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_4_DOPC,SSI - Abdominal Hysterectomy: Number of Procedures,Not Available,17,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_4_ELIGCASES,SSI - Abdominal Hysterectomy: Predicted Cases,Not Available,0.141,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_4_NUMERATOR,SSI - Abdominal Hysterectomy: Observed Cases,Not Available,0,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,No Different than National Benchmark,0.127,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,No Different than National Benchmark,2.503,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_5_DOPC,MRSA Bacteremia: Patient Days,No Different than National Benchmark,48873,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_5_ELIGCASES,MRSA Bacteremia: Predicted Cases,No Different than National Benchmark,2.640,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_5_NUMERATOR,MRSA Bacteremia: Observed Cases,No Different than National Benchmark,2,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_5_SIR,MRSA Bacteremia,No Different than National Benchmark,0.758,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Better than the National Benchmark,0.022,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Better than the National Benchmark,0.428,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_6_DOPC,Clostridium Difficile (C.Diff): Patient Days,Better than the National Benchmark,48662,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_6_ELIGCASES,Clostridium Difficile (C.Diff): Predicted Cases,Better than the National Benchmark,15.443,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_6_NUMERATOR,Clostridium Difficile (C.Diff): Observed Cases,Better than the National Benchmark,2,,01/01/2024,12/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,HAI_6_SIR,Clostridium Difficile (C.Diff),Better than the National Benchmark,0.130,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,No Different than National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,No Different than National Benchmark,1.679,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_1_DOPC,Central Line Associated Bloodstream Infection: Number of Device Days,No Different than National Benchmark,2256,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_1_ELIGCASES,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,No Different than National Benchmark,1.784,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_1_NUMERATOR,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,No Different than National Benchmark,0,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),No Different than National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,No Different than National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,No Different than National Benchmark,1.057,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_2_DOPC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,No Different than National Benchmark,3570,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_2_ELIGCASES,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,No Different than National Benchmark,2.835,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_2_NUMERATOR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,No Different than National Benchmark,0,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),No Different than National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,No Different than National Benchmark,0.022,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,No Different than National Benchmark,2.198,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_3_DOPC,SSI - Colon Surgery: Number of Procedures,No Different than National Benchmark,88,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_3_ELIGCASES,SSI - Colon Surgery: Predicted Cases,No Different than National Benchmark,2.244,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_3_NUMERATOR,SSI - Colon Surgery: Observed Cases,No Different than National Benchmark,1,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_3_SIR,SSI - Colon Surgery,No Different than National Benchmark,0.446,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_4_DOPC,SSI - Abdominal Hysterectomy: Number of Procedures,Not Available,35,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_4_ELIGCASES,SSI - Abdominal Hysterectomy: Predicted Cases,Not Available,0.245,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_4_NUMERATOR,SSI - Abdominal Hysterectomy: Observed Cases,Not Available,0,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,No Different than National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,No Different than National Benchmark,1.599,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_5_DOPC,MRSA Bacteremia: Patient Days,No Different than National Benchmark,38740,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_5_ELIGCASES,MRSA Bacteremia: Predicted Cases,No Different than National Benchmark,1.874,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_5_NUMERATOR,MRSA Bacteremia: Observed Cases,No Different than National Benchmark,0,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_5_SIR,MRSA Bacteremia,No Different than National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Better than the National Benchmark,0.003,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Better than the National Benchmark,0.248,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_6_DOPC,Clostridium Difficile (C.Diff): Patient Days,Better than the National Benchmark,36822,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_6_ELIGCASES,Clostridium Difficile (C.Diff): Predicted Cases,Better than the National Benchmark,19.865,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_6_NUMERATOR,Clostridium Difficile (C.Diff): Observed Cases,Better than the National Benchmark,1,,01/01/2024,12/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,HAI_6_SIR,Clostridium Difficile (C.Diff),Better than the National Benchmark,0.050,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,No Different than National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,No Different than National Benchmark,1.088,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_1_DOPC,Central Line Associated Bloodstream Infection: Number of Device Days,No Different than National Benchmark,3079,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_1_ELIGCASES,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,No Different than National Benchmark,2.753,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_1_NUMERATOR,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,No Different than National Benchmark,0,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),No Different than National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Better than the National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Better than the National Benchmark,0.642,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_2_DOPC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,Better than the National Benchmark,4526,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_2_ELIGCASES,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,Better than the National Benchmark,4.667,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_2_NUMERATOR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,Better than the National Benchmark,0,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Better than the National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,No Different than National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,No Different than National Benchmark,1.505,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_3_DOPC,SSI - Colon Surgery: Number of Procedures,No Different than National Benchmark,77,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_3_ELIGCASES,SSI - Colon Surgery: Predicted Cases,No Different than National Benchmark,1.991,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_3_NUMERATOR,SSI - Colon Surgery: Observed Cases,No Different than National Benchmark,0,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_3_SIR,SSI - Colon Surgery,No Different than National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_4_DOPC,SSI - Abdominal Hysterectomy: Number of Procedures,Not Available,20,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_4_ELIGCASES,SSI - Abdominal Hysterectomy: Predicted Cases,Not Available,0.186,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_4_NUMERATOR,SSI - Abdominal Hysterectomy: Observed Cases,Not Available,0,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,No Different than National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,No Different than National Benchmark,1.574,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_5_DOPC,MRSA Bacteremia: Patient Days,No Different than National Benchmark,41245,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_5_ELIGCASES,MRSA Bacteremia: Predicted Cases,No Different than National Benchmark,1.903,,01/01/2024,12/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,HAI_5_NUMERATOR,MRSA Bacteremia: Observed Cases,No Different than National Benchmark,0,,01/01/2024,12/31/2024
