In 219 List,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Measure ID,Measure Name,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Start Date,End Date
YES,330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,202,3.63,1.12,6.14,,07/01/2022,06/30/2024
YES,330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,54,5.74,1.56,9.93,,07/01/2022,06/30/2024
YES,330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,109,1.95,0.48,3.42,,07/01/2022,06/30/2024
YES,330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,236,0.95,0,1.99,,07/01/2022,06/30/2024
YES,330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.93,0.47,1.38,,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,04/01/2021,03/31/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,336,4.5,3.6,5.6,,07/01/2023,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,50,8,4.7,13.4,,07/01/2021,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,146,12.7,9.2,16.8,,07/01/2021,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,MORT_30_PN,Death rate for pneumonia patients,Worse Than the National Rate,238,20.7,17.0,25.0,,07/01/2021,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1158,1.46,0.34,2.57,,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1523,0.27,0.04,0.5,,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1525,0.35,0.13,0.56,,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,121,2.29,0.57,4.01,,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,120,3.34,0.75,5.92,,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,178,1.04,0,2.12,,07/01/2022,06/30/2024
YES,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13069,OSWEGO,(315) 349-5511,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.25,0.78,1.71,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,174,3.2,1.9,5.4,,04/01/2021,03/31/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,815,3.6,2.9,4.4,,07/01/2023,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,46,12.3,9.0,16.4,,07/01/2021,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,70,10.7,6.8,16.1,,07/01/2021,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,MORT_30_HF,Death rate for heart failure patients,Worse Than the National Rate,266,15.4,12.2,19.0,,07/01/2021,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,357,13.1,10.5,16.3,,07/01/2021,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,115,14.1,10.6,18.5,,07/01/2021,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_03,Pressure ulcer rate,Worse Than the National Rate,2835,2.61,1.77,3.45,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,36,204.71,142.77,266.64,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,3597,0.18,0,0.4,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,3508,0.24,0.03,0.44,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,762,1.96,0.37,3.55,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,381,1.59,0,3.28,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,396,5.95,0,14.05,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,776,3.60,1.37,5.84,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,363,5.17,1.2,9.15,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,191,1.67,0.18,3.16,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_15,Abdominopelvic accidental puncture or laceration rate,Worse Than the National Rate,631,2.34,1.34,3.33,,07/01/2022,06/30/2024
YES,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,1.50,1.12,1.88,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Better Than the National Rate,1126,1.9,1.3,2.7,,04/01/2021,03/31/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,2259,3.7,3.1,4.4,,07/01/2023,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,144,11.7,8.9,15.4,,07/01/2021,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,182,7.4,5.1,10.4,,07/01/2021,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,443,12.5,10.0,15.3,,07/01/2021,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,549,15.3,12.9,18.3,,07/01/2021,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,183,13.7,10.7,17.2,,07/01/2021,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5764,0.17,0,0.87,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,52,189.61,131.2,248.02,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,8956,0.20,0,0.4,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,8733,0.28,0.09,0.47,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,2053,1.77,0.26,3.28,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1250,1.85,0.24,3.45,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1273,12.15,4.39,19.92,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2079,3.50,1.49,5.50,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1245,7.40,3.65,11.15,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,246,1.93,0.46,3.39,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1060,1.33,0.34,2.31,,07/01/2022,06/30/2024
YES,330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.02,0.68,1.36,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,40,3.4,1.8,6.4,,04/01/2021,03/31/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1072,4,3.4,4.7,,07/01/2023,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,64,8.3,5.3,12.4,,07/01/2021,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,246,10.4,7.9,13.5,,07/01/2021,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,317,17.6,14.8,20.8,,07/01/2021,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,155,12,9.7,14.8,,07/01/2021,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4110,0.82,0.1,1.53,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,31,151.76,95.95,207.57,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4488,0.33,0.12,0.54,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4609,0.30,0.1,0.49,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,820,2.65,1.1,4.19,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,326,1.54,0,3.2,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,334,9.39,1.4,17.39,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,844,3.92,1.70,6.14,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,301,4.95,1.07,8.83,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,240,1.99,0.5,3.48,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,873,0.87,0,1.86,,07/01/2022,06/30/2024
YES,330261,PHELPS HOSPITAL,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.08,0.73,1.43,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,76,3.7,2.1,6.5,,04/01/2021,03/31/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,1722,3.6,3.1,4.1,,07/01/2023,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,103,10.8,8.2,14.1,,07/01/2021,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,101,7.1,4.5,10.6,,07/01/2021,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,498,10.1,8.3,12.2,,07/01/2021,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,608,13.4,11.4,15.6,,07/01/2021,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,157,11.5,8.8,14.6,,07/01/2021,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,6083,0.73,0.12,1.33,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,6802,0.16,0,0.37,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,6940,0.21,0.02,0.4,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,732,1.94,0.36,3.52,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,58,1.66,0,3.39,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,64,8.47,0,18.14,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,736,2.58,0.31,4.85,,07/01/2022,06/30/2024
YES,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,54,5.04,0.78,9.3,,07/01/2022,06/30/2024
