In 219 List,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,83,27263,,10/01/2024,03/31/2025
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",242,398,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,242,379,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,207,18,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Emergency Department,OP_22,Left before being seen,2,169693,,01/01/2023,12/31/2023
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Emergency Department,OP_23,Head CT results,47,17,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96,238,,01/01/2023,12/31/2023
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2023,12/31/2023
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),47,30,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,13,11057,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,47,104,2,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,38,40,2,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,13,"2, 3",01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81,104,2,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,55,2,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,98,465,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,88,95,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,89,442,,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,EDV,Emergency department volume,very high,,,01/01/2023,12/31/2023
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,64,5082,,10/01/2024,03/31/2025
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",234,385,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,228,354,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,326,30,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_22,Left before being seen,2,66982,,01/01/2023,12/31/2023
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Emergency Department,OP_23,Head CT results,95,19,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94,126,,01/01/2023,12/31/2023
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2023,12/31/2023
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,1,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,4015,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,76,131,2,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,82,40,2,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,92,26,2,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,131,2,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,96,78,2,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,98,276,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,83,48,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,97,257,,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Emergency Department,EDV,Emergency department volume,very high,,,01/01/2023,12/31/2023
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,84,14705,,10/01/2024,03/31/2025
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",313,399,,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,276,285,,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,510,114,,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Emergency Department,OP_22,Left before being seen,2,136641,,01/01/2023,12/31/2023
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96,98,,01/01/2023,12/31/2023
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2023,12/31/2023
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,1,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,11,7669,,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,52,130,2,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,44,36,2,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,92,13,2,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,76,131,2,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,65,2,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,96,393,,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,79,91,,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,91,383,,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Emergency Department,EDV,Emergency department volume,medium,,,01/01/2023,12/31/2023
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,0,887,,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,62,2262,,10/01/2024,03/31/2025
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",164,458,,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,152,414,,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,365,17,,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,259,29,,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Emergency Department,OP_22,Left before being seen,2,29308,,01/01/2023,12/31/2023
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Emergency Department,OP_23,Head CT results,76,25,,01/01/2024,12/31/2024
YES,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97,73,,01/01/2023,12/31/2023
