pfi,hospital_name,county,region,unit_name,unit_description,day_rn_count,day_rn_hours_per_pt,day_avg_patients,day_rn_pts_per_nurse,evening_rn_count,evening_rn_hours_per_pt,evening_avg_patients,evening_rn_pts_per_nurse,night_rn_count,night_rn_hours_per_pt,night_avg_patients,night_rn_pts_per_nurse
0913,Huntington Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,Medical Surgical - 2 South/Southwest,4,1.07,28,7,4,1.07,28,7,,,,
0913,Huntington Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,Medical/Surgical - 2 North,3,0.97,23,7.66,3,0.97,23,7.66,3,0.97,23,7.66
0913,Huntington Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,Medical/Surgical - 5 East,4,1,30,7.5,4,1,30,7.5,4,1,30,7.5
0913,Huntington Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,Medical/Surgical - 5 South,3,0.93,24,8,3,0.93,24,8,3,0.93,24,8
0913,Huntington Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,Medical/Surgical - 2 South/2 Southwest,,,,,,,,,4,1.07,28,7
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,Behavioral Health Unit,1,1.25,6,6,1,1.25,6,6,1,1.25,6,6
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,Clinical Decision Unit,1,0.63,12,12,1,0.63,12,12,1,0.63,12,12
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,Emergency Department,12,1.12,80,6.67,17,1.35,94,5.53,12,1.66,54,4.5
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,Cardiothoracic Intensive Care Unit,4,3.75,8,2,4,3.75,8,2,4,3.75,8,2
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,Medical and Surgical Intensive Care Unit,11,3.5,23,2.1,11,3.5,23,2.1,11,3.5,23,2.1
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,Neuro Intensive Care Unit,4,4.3,7,1.75,4,4.29,7,1.75,4,4.25,7,1.75
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,2 Brackett,5,1.29,29,5.8,45,1.29,29,5.8,5,1.29,29,5.8
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,2 Gulden,3,1.32,17,5.67,3,1.32,17,5.67,3,1.32,17,5.67
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 Tower,8,1.93,31,3.88,8,1.93,31,3.88,9,1.93,31,3.88
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,4 Brackett,2.7,1.45,14,5.19,2.7,1.45,14,5.18,2.7,1.45,14,5.19
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,5 Tower,7,1.34,38,5.5,7,1.34,39,5.5,7,1.34,39,5.5
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,6 Tower,7,1.34,39,5.6,7,1.34,39,5.6,7,1.34,39,5.6
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,Emergency Short Stay Unit,3,0.63,36,12,,,,,3,0.63,36,12
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,4 Tower,,,,,8,1.57,38,4.75,,,,
0924,South Shore University Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,Emergency shot stay unit,,,,,3,0.63,36,12,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Critical Care,CARDIO THORACIC ICU,2,3.75,4,2,2,3.75,4,2,2,4,3.75,2
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Critical Care,Coronary Care Unit,1,3.75,2,2,1,3.75,2,2,1,3.75,2,2
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Critical Care,MEDICAL ICU,9,3.75,17,2,9,3.75,17,2,9,3.75,17,2
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Critical Care,Neuro Surgical icu,3,4.5,5,1.67,,,,,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Critical Care,SURGICAL ICU,7,3.75,14,2,7,3.75,14,2,7,3.75,14,2
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Emergency Department,Emergency Department,25.5,3.6,100,6.25,28,3.6,140,7,24,3.6,120,6.5
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 MAIN MED SURG,6,1.45,33,6,6,1.45,33,6,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 SOUTH POSTOP SURGICAL,5,1.45,28,6,5,1.3,28,6,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,B- UNIT MED SURG,6,1.45,38,6,6,1.33,38,6,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,C -UNIT MED SURG,6,1.45,37,6,,,,,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,D -UNIT MED SURG,6,1.45,37,6,,,,,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Critical Care,NEURO SURGICAL ICU,,,,,3,4.5,5,1.67,3,4.5,5,1.67
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,C- UNIT MED SURG,,,,,6,1.45,37,6,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,D- UNIT MED SURG,,,,,6,1.45,37,6,,,,
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 MAIN MED SURG UNIT,,,,,,,,,6,1.23,33,6
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 SOUTH SURGICAL UNIT,,,,,,,,,5,1.23,28,6
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,B UNIT MED SURG,,,,,,,,,6,1.33,38,6
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,C UNIT MED SURG,,,,,,,,,6,1.45,37,6
0925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,D-UNIT MED SURG,,,,,,,,,6,1.45,37,6
0938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Emergency Department,Emergency Department,6,2.5,35,5,8,2.5,40,5,6,2.5,35,5
0938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Intensive Care,2 North ICU,4,4.4,7,2,4,4.4,7,2,4,4.4,7,2
0938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,2 East - Med/Surg,4,1.3,28,7,4,1.3,28,7,4,1.3,28,7
0938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,2 South - Telemetry,6,1.21,38,7,6,1.21,38,7,6,1.21,38,7
0938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 South - Med/Surg,5,1.3,32,7,5,1.3,30,7,5,1.3,30,7
0938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,SP1 - Orthopedic,2,1.3,12,7,2,1.3,12,7,2,1.3,12,7
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Critical Care,"Cardiac Care Unit (cardiac ICU), 1st floor",5,4,10,2,5,4,10,2,5,4,10,2
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Critical Care,"Intensive Care Unit, 1st floor",5,4,10,2,5,4,10,2,5,4,10,2
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,"Emergency Department, 1st floor",8.5,3.78,18,2.1,,,,,,,,
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"3 North Respiratory Care (medical), 3rd floor",5,1.44,28,6,45,1.43,28,6,5,1.43,28,6
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 South Oncology (medical/hospice). 3rd floor,5,1.44,28,6,,,,,,,,
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"4 South Surgical Unit, 4th floor",4,1.45,22,6,4,1.45,22,6,4,1.45,22,6
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,Emergency Dept. 1st floor,,,,,10.75,2.87,30,2.79,,,,
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"3 South Oncology (medical/hospice), 3rd floor",,,,,5,1.43,28,6,5,1.43,28,6
0943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,"Emergency Dept, 1st floor",,,,,,,,,6.25,3.33,15,2.4
0968,Garnet Health Medical Center - Catskills - G. Hermann Site,Sullivan,Metropolitan Area Regional Office,Emergency Department,"G. Hermann Site, Emergency Department, 1st floor,
provides emergency services",1.5,2.34,5,3.33,1.5,1.95,6,4,1.5,2.93,4,2.67
0971,Garnet Health Medical Center - Catskills,Sullivan,Metropolitan Area Regional Office,Critical Care,"5W Critical Care, 5th fl main hospital bldg, critical
care, progressive care, med/surg/tele overflow",3,3.9,6,2,3,3.9,6,2,3,3.9,6,2
0971,Garnet Health Medical Center - Catskills,Sullivan,Metropolitan Area Regional Office,Emergency Department,"Emergency department, 1st floor, main hospital
building, emergency services",6,1.81,24,4,,,,,3.6,1.63,16,4.44
0971,Garnet Health Medical Center - Catskills,Sullivan,Metropolitan Area Regional Office,Medical/Surgical,"5 East Med/Surg/Tele, 5th floor, main hospital
building, post-surgical, telemetry, medical",4,1.3,24,6,4,1.3,24,6,,,,
0971,Garnet Health Medical Center - Catskills,Sullivan,Metropolitan Area Regional Office,Emergency Department,"Emergency Department, 1st floor, main hospital
building, emergency services",,,,,8.4,1.85,33,3.93,,,,
0971,Garnet Health Medical Center - Catskills,Sullivan,Metropolitan Area Regional Office,Medical/Surgical,"5 East Medical-Surgical/Telemetry, 5th floor, main
hospital building, post-surgical, telemetry, medical",,,,,,,,,4,1.3,24,6
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Critical Care,"Intensive Care Unit located on the 3rd floor of Cayuga
Medical Center",5,5.4,8,2,5,5.4,8,2,,,,
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Emergency Department,"The Emergency department is located on the 2nd floor
of Cayuga Medical Center",6.5,2.5,30,4,,,,,,,,
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Medical/Surgical,"4 North-Medical adult patient care unit located on the
4th floor of Cayuga Medical center",5,1.8,22,5,,,,,,,,
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Emergency Department,"The Emergency Department is located on the 2nd
floor of Cayuga Medical Center",,,,,8.7,2.5,45,4,,,,
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Medical/Surgical,"4 North Medical adult unit located on the 4th floor of
Cayuga Medical Center",,,,,5,1.8,22,5,,,,
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Emergency Department,"Emergency Department located on the 2nd floor of
Cayuga Medical Center",,,,,,,,,7,1.5,25,4.2
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Intensive Care,"Intensive Care Unit is located on the 3rd floor of
Cayuga Medical Center",,,,,,,,,5,5.4,8,2
0977,Cayuga Medical Center at Ithaca,Tompkins,Central Regional Office,Medical/Surgical,"4 North-Medical patient care unit located on the 4th
floor of Cayuga Medical Center",,,,,,,,,5,1.8,22,5
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Emergency Department,Behavioral Health Area of the Emergency Department,1,1.6,5,6,,,,,,,,
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Emergency Department,Emergency Department,7.6,1.9,32,6,10.75,2.15,40,6,6,2.4,20,3.33
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Intensive Care,General Intensive Care Unit,3.54,4,7.08,2,3.54,4,7.08,2,3.54,4,7.08,2
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,3 Spellman- Inpatient Medical Surgical Unit,3.68,1.45,20.23,5.5,3.68,1.45,20.23,5.5,3.68,1.45,20.23,5.5
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,"4 SMC Inpatient Medical Surgical Unit- Unit currently
closed",0,0,0,5.5,,,,,,,,
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,4 Spellman- Inpatient Medical Surgical Unit,3.26,1.45,17.93,5.5,3.26,1.45,17.93,5.5,3.26,1.45,17.93,5.5
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 SMC Inpatient Medical Surgical Unit,3.33,1.45,18.32,5.5,,,,,,,,
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 Spellman- Inpatient Medical Surgical Unit,3.07,1.45,16.88,5.5,3.07,1.45,16.88,5.5,3.07,1.45,16.88,5.5
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Emergency Department,Behavioral health Area of the Emergency Department,,,,,1,1.6,5,6,1,1.6,5,6
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,"4 SMC- Inpatient Medical Surgical Unit- Unit currently
closed",,,,,0,0,0,5.5,0,0,0,5.5
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 SMC - Inpatient Medical Surgical Unit,,,,,3.33,1.45,18.32,5.5,,,,
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 SMC- Inpatient Medical Surgical Unit,,,,,,,,,3.33,1.45,18.32,5.5
1002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Emergency Department,ED,3,6,22,7.5,2.5,6,20,6.5,2,6,8,4
1002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Medical/Surgical,Inpatient,3,4,17,6,3,12,17,6,2,8,17,8.5
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Emergency Department,Emergency Department,10,2,40,4,13,1.89,55,4.23,8,2.78,23,2.88
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Intensive Care,Tower 5 Acute Care Intensive Care Unit,6,5.1,9.4,1.57,6,5.1,9.4,1.57,6,5.1,9.4,1.57
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,4 West Acute Care Medical / Surgical Unit,7,2.48,22.6,3.23,6,2.12,22.6,3.76,5,1.77,22.6,4.52
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 2 Acute Care Medical Unit,6,2.2,21.7,3.61,6,2.2,21.7,3.61,5,1.84,21.7,4.34
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 3 Acute Care Medical Unit,10,2.11,37.9,3.79,10,2.11,37.9,3.79,9,1.9,37.9,4.21
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 6 Acute Care Medical / Surgical Unit,,,,,,,,,9,1.87,38.5,4.28
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Emergency Department,Emergency Department,3.5,1.6,18,5.1,4,1.8,18,4.5,2,0.9,18,9
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Intensive Care,Intensive Care Unit,4,4,8,2,,,,,4,4,8,2
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,2 West- Med Surg / Telemetry,7,1.6,34,5,7,1.6,34,5,7,1.6,34,5
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,Med Surg / Telemetry Step-down,2,1.3,12,6,3,2,12,4,,,,
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Intensive Care,Intensive Care Unity,,,,,4,4,8,2,,,,
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,Med Surg / Telemetry Step-Down,,,,,,,,,2,1.3,12,6
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,416048 Emergency Department,8,2.17,30.79,6,,,,,,,,
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Intensive Care,415420 INTENSIVE CARE UNIT,5,4,9.12,1.82,5,4,9.12,1.82,5,4,9.12,1.82
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,415107 3S MED SURG,6,1,30.33,5.06,6,1,30.33,5.06,6,1,30.33,5.06
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,415108 4S MED SURG,7,2,30.87,4.41,7,2,30.87,4.41,7,2,30.87,4.41
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,416048 EMERGENCY DEPARTMENT,,,,,9.5,2.17,36.57,6,6,2.17,23.09,6
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"adult med/surg intensive care cardiac monitoring vent
support assignment based on acuity",3,3.57,6.52,2,,,,,,,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency/critical care non- urgent/ life threatening
to all patients, assignments based on acuity",21,1.54,105,5,21,1.54,105,5,7,2,35,5
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Intensive Care,"ICU adult med/surg intensive care, cardiac monitoring
vent resp support assignment based on acuity",4,3.68,8.42,2,,,,,4,3.77,8.42,2
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Intensive Care,"Neonatal Intensive Care Level 3,, cardiac monitoring,
vent.resp. support,assignments based on acuity",80,3.8,12.23,2,6,3.8,12.23,2,6,3.8,12.23,2
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"2I adult medical surgical ,telemetry, cardiac
monitoring",5,2.02,19.2,4,,,,,,,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"4E adult complex med/surg telemetry and central
cardiac monitoring, vent. resp. support, stroke care",14,2.01,54.07,4,14,2,54.07,4,14,2,54.07,4
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"4I Orthopedics adult medical surgical, telemetry
cardiac monitoring, specialized orthopedic recovery",6,1.69,27.59,5,6,1.68,27.59,5,6,1.68,27.59,5
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5E - adult medical surgical, telemetry cardiac
monitoring, specialized postoperative recovery care",13,1.98,50.8,4,13,1.98,50.8,4,13,1.98,50.8,4
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5F Oncology adult medical surgical, telemetry cardiac
monitoring, oncology care, end of life care",8,1.58,39.36,5,8,1.57,39.36,5,8,1.57,39.36,5
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5I - Adult and Pediatrics medical /surgical, telemetry
cardiac monitoring, epilepsy care",6,1.78,26.12,4.5,6,1.78,26.12,4.5,6,1.78,26.12,4.5
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"CCU adult med/surg intensive care, cardiac
monitoring vent resp support assignment based on
acuity",,,,,3,3.56,6.52,2,3,3.56,6.52,2
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"ICU adult med/surg intensive care, cardiac monitoring
vent resp support assignment based on acuity",,,,,4,3.68,8.42,2,,,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"2I adult medical surgical ,telemetry cardiac monitoring",,,,,5,2.01,19.2,4,5,2.01,19.2,4
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,24 Hour Emergency Services,4,2.7,20,6,5,3.3,20,6,,,,
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine Forensic DOCS,3,1.6,15,6,,,,,,,,
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine/Surgery Unit,4,1.6,24,6,4,1.6,24,6,4,1.6,24,6
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine Forensic DOCS Unit,,,,,2,1.6,10,6,1,1.6,3,3
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,24 hour Emergency Services,,,,,,,,,4,2.7,16,6
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,ICU (Intensive Care Unit),2.5,11.5,5,2,,,,,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine, located on ground floor of
hospital",8.1,1.6,37,4.5,,,,,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"3 North Orthopedic Unit (Medicine and Post Surgical
Patients)",1.3,3.8,8,6,,,,,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 Joyce Med Surge (Medicine and Surgical Patients),3.7,3.8,22,6,,,,,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 Joyce Med Surge,3.2,3.8,19,6,3.2,3.8,19,6,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,ICU,,,,,2.5,11.5,5,2,2.5,11.5,5,2
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine located on the ground floor of
the hospital",,,,,9.8,1.67,44,4.4,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,3 North Orthopedic,,,,,1.3,3.8,8,6,1.3,3.8,8,6
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 Joyce Med Surge,,,,,3.7,3.8,22,6,3.7,3.8,22,6
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine, located on the ground floor of
the hospital",,,,,,,,,5.1,2,19,3.75
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 Joyce (Med Surge),,,,,,,,,3.2,3.8,19,6
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department,8,0,0,0,6,0,0,0,6,0,0,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Intensive Care,ICU,5,2.39,10,2,0,0,10,2,5,2.4,10,2
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 south medical surgical,3,1.44,15,5,0,0,13,5,3,1.44,15,5
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,6 south medical surgical,3,1.44,15,5,0,0,15,5,3,1.44,15,5
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 west medical surgical,3,1.44,15,5,0,0,15,5,3,1.44,15,5
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,8 west- medical surgical,3,1.44,15,5,,,,,,,,
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,8 west medical surgical,,,,,0,0,15,0,3,1.44,15,5
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,Intensive Care Unit,3,4.8,5,1.67,,,,,,,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department. treating patients needing
emergency care including stroke, cardiac, fractures.",4,1.38,14,4.83,,,,,,,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Hall 5 - Medical/Surgical Unit,2.67,1.33,16,6,2.67,1.33,16,6,2.67,1.33,16,6
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Hall 6 - Medical/Surgical/Telemetry,3.33,1.33,20,6,3.33,1.33,20,6,3.33,1.33,20,6
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department treating acute emergencies
including stroke, cardiac, fractures.",,,,,6,0.73,40,4.87,,,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Intensive Care,Intensive Care Unit,,,,,3,4.8,5,1.67,3,4.8,5,1.67
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department caring for stroke, cardiac,
fractures.",,,,,,,,,4,1.38,14,4.83
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,"2nd Floor- Intensive Care Unit (ICU)- Critical care to
adult med/surg patients 18 years or older.",3,15.1,6,2,3,15.12,6,2,3,15.12,6,2
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Main Floor- 24 hr care including diagnostic eval,
consultation, treatment, admission &/or transfer",6,1.68,32.6,5.4,7,1.87,32.6,4.6,4,0.77,32.6,8.15
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5th Floor - Surgical Inpatient Unit- adult surgically
stable patients (includes orthopedics)",2,7.24,14,7,2,7.24,14,7,2,7.24,14,7
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"6th Floor- Mixed Medical Oncology Unit- adult
medical/oncology care",4,4.96,24,6,4,4.96,24,6,4,4.96,24,6
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Critical Care,755420 - 3S Adult Critical Care,8,4,14.62,1.83,8,4,14.62,1.83,,,,
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Emergency Department,755485 EMERGENCY ROOM,8.77,2.13,30.94,6,11.07,2.13,39.05,6,7.71,2.13,27.21,6
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755116 5-SOUTH MED SURG,7,2,31.22,4.46,7,2,31.22,4.46,7,2,31.22,4.46
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755123 - 5 North - Medical/Surgical,6,2,27.22,4.54,,,,,,,,
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755128 6-NORTH MED SURG,6,2,27.65,4.61,6,2,27.65,4.61,6,2,27.65,4.61
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755123 5-NORTH MED SURG,,,,,6,2,27.22,4.54,6,2,27.22,4.54
