pfi,hospital_name,county,region,unit_name,unit_description,day_LPN_count,day_LPN_hours_per_pt,evening_LPN_count,evening_LPN_hours_per_pt,night_LPN_count,night_LPN_hours_per_pt
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 2 Acute Care Medical Unit,0,0,0,0,0,0
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 3 Acute Care Medical Unit,0,0,0,0,0,0
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 6 Acute Care Medical / Surgical Unit,,,,,0,0
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Emergency Department,Emergency Department,0.5,0.22,0.5,0.22,0.5,0.22
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Intensive Care,Intensive Care Unit,0,0,,,0,0
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,2 West- Med Surg / Telemetry,1,1.6,1,1.6,1,1.6
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,Med Surg / Telemetry Step-down,0,0,0,0,,
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Intensive Care,Intensive Care Unity,,,0,0,,
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,Med Surg / Telemetry Step-Down,,,,,0,0
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,416048 Emergency Department,0,0,,,,
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Intensive Care,415420 INTENSIVE CARE UNIT,0,0,0,0,0,0
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,415107 3S MED SURG,0,0,0,0,0,0
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,415108 4S MED SURG,0,0,0,0,0,0
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,416048 EMERGENCY DEPARTMENT,,,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"adult med/surg intensive care cardiac monitoring vent
support assignment based on acuity",0,0,,,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency/critical care non- urgent/ life threatening
to all patients, assignments based on acuity",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Intensive Care,"ICU adult med/surg intensive care, cardiac monitoring
vent resp support assignment based on acuity",0,0,,,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Intensive Care,"Neonatal Intensive Care Level 3,, cardiac monitoring,
vent.resp. support,assignments based on acuity",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"2I adult medical surgical ,telemetry, cardiac
monitoring",0,0,,,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"4E adult complex med/surg telemetry and central
cardiac monitoring, vent. resp. support, stroke care",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"4I Orthopedics adult medical surgical, telemetry
cardiac monitoring, specialized orthopedic recovery",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5E - adult medical surgical, telemetry cardiac
monitoring, specialized postoperative recovery care",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5F Oncology adult medical surgical, telemetry cardiac
monitoring, oncology care, end of life care",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5I - Adult and Pediatrics medical /surgical, telemetry
cardiac monitoring, epilepsy care",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"CCU adult med/surg intensive care, cardiac
monitoring vent resp support assignment based on
acuity",,,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"ICU adult med/surg intensive care, cardiac monitoring
vent resp support assignment based on acuity",,,0,0,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"2I adult medical surgical ,telemetry cardiac monitoring",,,0,0,0,0
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,24 Hour Emergency Services,0,0,0,0,,
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine Forensic DOCS,0,0,,,,
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine/Surgery Unit,0,0,0,0,0,0
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine Forensic DOCS Unit,,,0,0,0,0
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,24 hour Emergency Services,,,,,0,0
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,ICU (Intensive Care Unit),0,0,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine, located on ground floor of
hospital",0,0,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"3 North Orthopedic Unit (Medicine and Post Surgical
Patients)",0,0,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 Joyce Med Surge (Medicine and Surgical Patients),0,0,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 Joyce Med Surge,0,0,0,0,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,ICU,,,0,0,0,0
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine located on the ground floor of
the hospital",,,0,0,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,3 North Orthopedic,,,0,0,0,0
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 Joyce Med Surge,,,0,0,0,0
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine, located on the ground floor of
the hospital",,,,,0,0
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 Joyce (Med Surge),,,,,0,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department,0,0,0,0,0,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Intensive Care,ICU,0,0,0,0,0,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 south medical surgical,0,0,0,0,0,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,6 south medical surgical,0,0,0,0,0,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 west medical surgical,0,0,0,0,0,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,8 west- medical surgical,0,0,,,,
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,8 west medical surgical,,,0,0,0,0
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,Intensive Care Unit,0,0,,,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department. treating patients needing
emergency care including stroke, cardiac, fractures.",0,0,,,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Hall 5 - Medical/Surgical Unit,0,0,0,0,0,0
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Hall 6 - Medical/Surgical/Telemetry,0,0,0,0,0,0
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department treating acute emergencies
including stroke, cardiac, fractures.",,,0,0,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Intensive Care,Intensive Care Unit,,,0,0,0,0
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department caring for stroke, cardiac,
fractures.",,,,,0,0
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,"2nd Floor- Intensive Care Unit (ICU)- Critical care to
adult med/surg patients 18 years or older.",0,0,0,0,0,0
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Main Floor- 24 hr care including diagnostic eval,
consultation, treatment, admission &/or transfer",0,0,0,0,0,0
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5th Floor - Surgical Inpatient Unit- adult surgically
stable patients (includes orthopedics)",2,3.95,2,3.95,2,3.95
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"6th Floor- Mixed Medical Oncology Unit- adult
medical/oncology care",0,0,0,0,0,0
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Critical Care,755420 - 3S Adult Critical Care,0,0,0,0,,
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Emergency Department,755485 EMERGENCY ROOM,0,0,0,0,0,0
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755116 5-SOUTH MED SURG,0,0,0,0,0,0
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755123 - 5 North - Medical/Surgical,0,0,,,,
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755128 6-NORTH MED SURG,0,0,0,0,0,0
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755123 5-NORTH MED SURG,,,0,0,0,0
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Critical Care,755420 3S Adult Critical Care,,,,,0,0
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department,0,0,0,0,0,0
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Medical Surgical,0,0,0,0,0,0
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,Critical Care (ICU),0,0,,,0,0
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department - 32 Beds - 701 G-Level,0,0,,,,
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,2 North,0,0,,,,
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 North - Neurology Services / Palliative Care/ Chemo,0,0,,,0,0
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department - 32 Bed Capacity - 701
North Broadway - G Level",,,0,0,,
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department - 32 Bed Capacity - G Level,,,,,0,0
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,2 North - Surgery,,,,,0,0
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 South - Medical/Surgical,,,,,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CICU - Cardiac Intensive Care Unit,0,0,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CTICU - Cardiothoracic Intensive Care Unit,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,MICU - Medical ICU,0,0,,,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,NESICU - Neurosurgical ICU,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,SICU - Surgical ICU,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,TICU - Trauma ICU,0,0,,,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Services - 1st Floor,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,3 South Med/Surg Neuro,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 North Medicine/Bariatric,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 South - Medicine,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,6 North Ortho/Trauma/Surgery/Vascular,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 North Transplant/Gyn/Gyn-Onc/GU,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 South - Oncology,0,0,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,MICU- Medical ICU,,,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,TICU,,,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 South CTS/Post Cath Vascular,,,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CICU,,,,,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 South Oncology,,,,,0,0
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Emergency Department,Emergency Department,0,0,0,0,0,0
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Medical/Surgical,Medical/ Surgical/ Telemetry,0,0,0,0,0,0
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Program
(Adult and Pediatric)",0,0,,,,
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Program
( CPEP)",,,0,0,,
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Department
(CPEP)",,,,,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Adult patients requiring emergent care such as
trauma, pci, stroke . Located building 1, first floor",0,0,0,0,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"The psychiatric ED provides mental health services to
children&adults. located in bldg 1, 1NE1",0,0,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"provides emergency care to pediatric patients ages
birth to 21 yrs. Located BLDG 1, first floor.",0,0,0,0,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 2B SURGICAL ICU 2nd floor of Bldg 6. ICU
level surgical / trauma patients",0,0,0,0,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 4B MICU ICU 4th floor of Bldg 6. medical ICU
level patients.",0,0,0,0,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 5B CCU 5th floor of Bldg 6. cardiac and
medical ICU level patients.",0,0,,,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4D 12 bed general med surg unit. located in bldg 6,0,0,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 3A SURGERY 3rd floor of Bldg 6. surgical
patients typically found on a routine surgical floor",0,0,0,0,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 4A MED/SURG 4th floor of Bldg 6. both medical
and surgical patients",0.86,0.22,0.6,0.16,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5A MED/TELE 5th floor of Bldg 6. post cardiac
catherization patients, stroke patients, medical",0,0,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5D MED/TELE 5th floor of Bldg 6. medical
patients typically found on a routine medical floor",0,0,0,0,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 6A MED/TELE 6th floor of Bldg 6. medical
patients typically found on a routine medical floor",0,0,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"The psychiatric ED provides mental health services to
children&adults. located in bldg 1,1NE1",,,0,0,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 5B ICU 5th floor of Bldg 6. cardiac and medical
ICU level patients.",,,0,0,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4D medicine delivers care to patients with various
medical conditions. BLDG6, 4th floor",,,0,0,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5A MED 5th floor of Bldg 6. stroke and other
medical patients",,,0,0,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 6A MED/TELE Med/Surg 6th floor of Bldg 6.
medical patients typically found on a routine medical
floor",,,0,0,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 2A BURN ICU 2nd floor of Bldg 6. burn patients
and ICU level surgical patients",,,,,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4D provides medical care to a variety of adult patients,,,,,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 3A SURGERY Med/Surg 3rd floor of Bldg 6.
surgical patients typically found on a routine surgical
floor",,,,,0,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 4A MED/SURG 4th floor of Bldg 6. both medical
and surgical patients typically found on a routine
medical/surgical floor",,,,,0,0.11
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5A MED 5th floor of Bldg 6. stroke patients and
medical patients",,,,,0,0
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Critical Care,"5 ICU Adult - Inpatient Critical Care-Adult Medicine
24 HRS/7 DAY",0,0,0,0,0,0
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Emergency Department,"Wakefield Emergency Department CC# 30571
ED-50,000-79,999 Annual Visits Days/ Hrs: 24 HRS/7
DAY",1,0.2,1,0.2,0,0
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"3 North Adult - Inpatient Med-Surg Comb.-Adult
Medicine 24 HRS/7 DAY",0,0,0,0,0,0
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4 North Adult - Inpatient Medical-Adult Medicine 24
HRS/7 DAY",0,0,0,0,0,0
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4 South Adult - Inpatient Medical-Adult Medicine 24
HRS/7 DAY",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"CHAM 10 ICU Pediatric - Inpatient Critical
Care-Pediatric Med-Surg ICU",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"CHAM PCVCU Pediatric - Inpatient Critical
Care-Pediatric Cardiac ICU Cardiology",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Cardiothoracic Surgery ICU Adult - Inpatient Critical
Care-Adult Cardio-thoracic ICU Surgery",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Coronary Care Unit Adult - Inpatient Critical
Care-Adult Cardiac ICU Cardiology",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Medical ICU Adult - Inpatient Critical Care-Adult
Medical ICU Medicine",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Neuro ICU Adult - Inpatient Critical Care-Adult
Neuro ICU Surgery",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Surgical ICU Adult - Inpatient Critical Care-Adult
Surgical ICU Surgery",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Emergency Department,"""CHAM ED Type: ED-50,000-79,999 Annual Visits
Days/ Hrs.: 24 HRS/7 DAY""",0.5,0.2,1,0.2,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Emergency Department,"""Moses Adult ED + POS Type: ED-Greater than
80,000 Annual Visits Days/ Hrs.: 24 HRS/7 DAY""",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"7AW/S Adult - Inpatient Step Down-Adult Surgical
Step-down Surgery",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 4 Adult - Inpatient Medical-Adult Medicine,0.7,0.1,0.4,0.1,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 5 Adult - Inpatient Medical-Adult Medicine,0.7,0.2,0.4,0.1,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 6 Adult - Inpatient Medical-Adult Medicine,0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 7 Adult - Inpatient Medical-Adult Medicine,0.7,0.2,0.4,0.1,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Klau 8 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",0,0,,,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"NW 8 10541 Adult - Inpatient Medical-Adult n/a
Hematology/Oncology",0,0,,,,
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 3 Adult - Inpatient Med-Surg Comb.-Adult
Neuro/neurosurgery Neurology",0.6,0.16,0.35,0.09,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 4 Adult - Inpatient Blended Acuity-Adult
Medical Medicine",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 5 Adult - Inpatient Blended Acuity-Adult
Medical Medicine",0.6,0.12,0.35,0.07,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 6 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",0.25,0.05,0.25,0.05,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 7 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",0,0,0,0,0,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 8 Adult - Inpatient Medical-Adult
Hematology/Oncology",,,0.35,0.07,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,2C5 Surgical Intensive Care Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,4D Neonatal Intensive Care Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,9B ICU,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,9C Medical Intensive Care Unit 1,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Intensive Care,9C Medical Intensive Care Unit 2,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6B Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6C Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,8B Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,8C Medical Surgical Unit,0,0,0,0,0,0
1172,Lincoln Medical & Mental Health Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Surgery- Surgical Clinic Adult- 1A7,0,0,,,,
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3 North,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3 South,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4 North,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4 South,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,5 North,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,5 South,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6 North,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6 South,1,0.32,0.5,0.16,0,0
1175,Calvary Hospital Inc,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Brooklyn Unit,1,0.32,0.5,0.16,0,0
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Critical Care,5th Floor Critical Care: MICU/SICU,0,0,,,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Critical Care,Neonatal ICU,0,0,,,0,0
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,2 North: med surg,0,0,,,0,0
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,2 South: med surg,0,0,0,0,0,0
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3 South: Hospice,0,0,0,0,0,0
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,3N: med surg,0,0,,,,
1176,SBH Health System,Bronx,Metropolitan Area Regional Office,Medical/Surgical,6 North: med surg,0,0,0,0,0,0
