pfi,hospital_name,county,region,unit_name,unit_description,rn_count,rn_hours_per_pt,avg_patients,rn_pts_per_nurse
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Hall 6 - Medical/Surgical/Telemetry,3.33,1.33,20,6
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Other,Interventional Radiology,1,7.5,0.86,0.86
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Other,Operating Room,3.17,2.68,8.5,1
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Other,Post Anesthesia Care Unit,6,1.42,8.5,2.01
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Psychiatry,Hall 2 - Behavioral Health Unit,4,1.14,28,6
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Psychiatry,Hall 3 - Behavioral Unit,1,0.62,13,13
1099,SJRH - Park Care Pavilion,Westchester,Metropolitan Area Regional Office,Chemical Dependency,3N Detox,2,0,27,12
1099,SJRH - Park Care Pavilion,Westchester,Metropolitan Area Regional Office,Chemical Dependency,6N Detox,3,0,30,12
1099,SJRH - Park Care Pavilion,Westchester,Metropolitan Area Regional Office,Chemical Dependency,Patient Welcome Center,3,0,0,0
1099,SJRH - Park Care Pavilion,Westchester,Metropolitan Area Regional Office,Rehabilitaion,3E Rehab,2,0,17,12
1099,SJRH - Park Care Pavilion,Westchester,Metropolitan Area Regional Office,Rehabilitaion,3W Rehab,2,0,25,12
1099,SJRH - Park Care Pavilion,Westchester,Metropolitan Area Regional Office,Rehabilitaion,5N Rehab,2,0,25,12
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Ambulatory Surgery,"2 Floor- SSU (pre-op) pre anesthesia nursing for
adults and peds population (formerly ASC)",8,1.85,20.7,2.59
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"2 Floor- Cardiac Cath Lab/EP- pre and post cardiac
catherization's and EP procedures",3,5,4.5,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,"2nd Floor- Intensive Care Unit (ICU)- Critical care to
adult med/surg patients 18 years or older.",3,15.1,6,2
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Main Floor- 24 hr care including diagnostic eval,
consultation, treatment, admission &/or transfer",6,1.68,32.6,5.4
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Endoscopy,"Main Fl- procedures include but not limited to
colonoscopy, gastroscopy, USFNA, bronchoscopies,
ERCP",1,1.02,7.7,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5th Floor - Surgical Inpatient Unit- adult surgically
stable patients (includes orthopedics)",2,7.24,14,7
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"6th Floor- Mixed Medical Oncology Unit- adult
medical/oncology care",4,4.96,24,6
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Neonatal,"3rd Floor Level 3 NICU- 24 hr monitoring to neonates
and stabilize high risk neonates for transfer",2,13.55,5,2
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,"2 Floor- Nuclear Cardiology- nuclear stress testing
and imaging",1,1.68,4.46,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,"3rd Floor - Labor and Delivery- Care to antepartum,
intrapartum and postpartum woman & newborns",4.7,5.7,7.4,1.57
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,"3rd Floor- Mother/Baby: Couplet Care to
mother & newborn; perinatal and gynecological
services",3,4.39,24,8
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Oncology,"Cancer Center- Radiation Oncology- radiation
treatment to adult patients 18 years of age and older",1,0.63,15,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Oncology,"Cancer Center-Infusion IV therapy-patients 18 years
of age and older (chemo, non-chemo, blood)",2,1.18,22.4,11.2
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Other,"2 Floor-Operating Room- adult and pediatric same
day admits, outpatients & inpatients",12,2.08,25,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Other,"2 Floor-SSU (post op) adult & peds in immediate post
op and post procedural period after anesthesia",8,3.33,18,1.5
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Other,"Main Floor - Radiology includes
MRI/CT/US/Interventional Radiology",1,1.26,6.31,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Other,"Main Floor- Breast Imaging services mammography,
stereotactic biopsy, and breast ultrasound",1,5,1.5,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Outpatient Clinics,"2 Floor- Pain Clinic- acute & chronic pain due to a
variety of conditions to 18 years of age & older",0.43,6.63,2.26,1
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Psychiatry,"3rd Fl- Behavioral Health- medically stable 18 years of
age or older with acute psychiatric illness",2,5.27,12,6
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Short Stay,"4 Floor- Short Stay and Pediatrics- Short stay adult
med/surg patients and I/P and O/P pediatrics",3,5.61,18,6
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Telemetry,"7th floor - Cardiopulmonary Unit- adult
medical/telemetry/blended acuity unit",4,5.32,24,6
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Ambulatory Surgery,755852 Amb Surg/Endo,11,7,34,2
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Cardiac Catheterization/EP,756101 CATH LAB,6,3,4.81,3
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Critical Care,755420 - 3S Adult Critical Care,8,4,14.62,1.83
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Emergency Department,755485 EMERGENCY ROOM,8.77,2.13,30.94,6
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Infusion Services,758020 INFUSION ROOM,6,2,56.97,4
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755116 5-SOUTH MED SURG,7,2,31.22,4.46
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755123 - 5 North - Medical/Surgical,6,2,27.22,4.54
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755128 6-NORTH MED SURG,6,2,27.65,4.61
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Neonatal,755224 6S NEONATAL ICU,2,5,3.01,1.51
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,756222 INTERVENTIONAL RADIOLOGY,2,2,0.91,4
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,755223 6S MOTHER/BABY,3,2,13.64,4.55
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,755250 4W DELIVERY ROOM,4.71,9.37,3.77,0.8
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Oncology,755126 4N ONCOLOGY,3,2,14.59,4.86
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Oncology,756246 RADIATION ONCOLOGY,1,3,18.19,3
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Other,755320 OR,9,8,20,1
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Other,755326 PACU,4,4,24,2
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Other,756682 PERINATOLOGY TESTING,1,4,8.69,2
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Outpatient Clinics,755153 MED ONCOLOGY,4,2,15.74,4
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Pediatric,757373 6S PEDIATRICS,2,6,2.43,1.22
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Telemetry,755115 3N TELEMETRY,7,2,27.51,3.93
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Ambulatory Surgery,ASU,6,0,0,0
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department,2,0,0,0
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Endoscopy,Endoscopy,1,0,0,1
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Medical Surgical,2,1.91,8,5
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Other,Operating room,6,0,0,1
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Other,PACU,3,0,0,2
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Ambulatory Surgery,Amb Surg - 17 Beds,5,4.11,14,2.8
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Cardiovascular,"Cardiovascular & Cardiac Rehab - 7 Procedure
Rooms",2,0.68,34,17
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Chemical Dependency,2 South - Behavioral Health,2,1.05,22,11
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,Critical Care (ICU),3,4.93,7,2.33
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department - 32 Beds - 701 G-Level,4,4.99,27.67,6.92
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Endoscopy,Endoscopy Unit - 4 Procedural Rooms - 3rd Floor,5,2.4,24,4.8
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Infusion Services,"Infusion Center - 18 Chair Capacity - 777 North
Broadway - 2nd Floor",4,0.98,47,11.75
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,2 North,3,1.73,20,6.67
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 North - Neurology Services / Palliative Care/ Chemo,2,1.77,13,6.5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,Labor & Delivery,3,14.38,2.4,0.8
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,"Obstetrics, Special Care Nursery, Pediatrics",3,4.31,8,2.67
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Other,Hyperbaric - 12 Chair Capacity - G Level,1,0.88,13,13
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Other,"IR Nursing (IR Nursing, Pet Scan, Cat Scan,
Ultrasound, Nuclear Medicine, MRI)",4,1.77,26,6.5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Other,"Operating Room - 4 Exam Rooms - 755 North
Broadway - 3rd Floor",4,2.3,20,5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Other,"Post Recovery Room Unit (PACU) 9 Bed Capacity
- 755 North Broadway - 3rd Floor",4,2.3,20,5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Other,Presurgical Testing (PST) - 4 Exam Rooms,2,2.56,9,4.5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Outpatient Clinics,"Wound Healing - 6 Chair Capacity & 1 Procedure
Room",2,1.77,13,6.5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Psychiatry,1 South - Psych,2,1.44,16,8
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Rehabilitaion,2 Center - Rehab,2,2.09,11,5.5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Telemetry,3 North - Telemetry,2,2.3,10,5
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Telemetry,5 South - Medicine/Surgery,3,1.92,18,6
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Mental Health Services O/P,OARS (Outpatient Addiction Recovery Service),1,0.01,99.99,12.5
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Mental Health Services O/P,Outpatient Mental Health Services,1.46,0.05,99.99,99.99
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Mental Health Services O/P,PROS (Personalized Recovery Oriented Services),0.7,5,250,99.99
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Other,ECT,2,8,2,1
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Psychiatry,2 NorthEast. This is a 13 bed adolescent unit.,1,0.6,12,12
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Psychiatry,"2 NorthWest. This is a 12 bed Geriatric Psychiatric
unit.",1,0.8,10,10
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Psychiatry,2 South. This is a 28 bed adult unit.,2.5,0.83,24,9.6
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Psychiatry,"3 North This is a 27 bed adult psychiatric acute care
unit.",2.5,0.83,24,9.6
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Psychiatry,"3 South. This is a 29 bed adult acute care psychiatric
unit.",2.5,0.8,25,10
1133,St Joseph's MC - St Vincents Westchester Division,Westchester,Metropolitan Area Regional Office,Rehabilitaion,1 Doty. This is a 30 bed Rehabilitation unit.,2.5,1.3,15,6
1138,Blythedale Childrens Hospital,Westchester,Metropolitan Area Regional Office,Rehabilitaion,Infant & Toddler Unit,9.5,5.6,40,4.2
1138,Blythedale Childrens Hospital,Westchester,Metropolitan Area Regional Office,Rehabilitaion,Pediatric- Adolescent Unit,8,4.6,42,5.3
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Ambulatory Surgery,Ambulatory Surgery - ACP OR,13,5.98,17.4,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Ambulatory Surgery,Pre & Post Ambulatory Procedures,12,3.2,30,3
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Burn,Burn - Burn unit,3.6,3.2,9.1,2.5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Cardiac Catheterization/EP,Cardiac Catheterization/EP,9.75,6.5,12,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Cardiovascular,Heart Institute - procedural,7,3.83,14.63,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CICU - Cardiac Intensive Care Unit,3.8,4,7.5,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CTICU - Cardiothoracic Intensive Care Unit,6.32,4,12.6,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,MICU - Medical ICU,5.24,4,10.5,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,NESICU - Neurosurgical ICU,11.49,5.33,17.2,1.5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,SICU - Surgical ICU,3.29,4,6.6,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,TICU - Trauma ICU,7.15,4,14.3,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Dialysis - Acute,Renal Dialysis,6.63,3.4,15.6,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Services - 1st Floor,13,1.44,72.3,4
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Endoscopy,"Endoscopy - Pre, Intra & Post - 1st Floor",10,4.45,17.99,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,3 South Med/Surg Neuro,4.6,1.6,22.9,5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 North Medicine/Bariatric,8.2,1.6,40.9,5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 South - Medicine,7.1,1.6,35.3,5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,6 North Ortho/Trauma/Surgery/Vascular,8.2,1.6,41,5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 North Transplant/Gyn/Gyn-Onc/GU,7.2,1.78,32.5,4.5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 South - Oncology,7.1,1.78,32,4.5
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Neonatal,NICU - Neonatal intermediate and intensive ICU,26,4,51.9,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,Radiology - procedural,5.25,0.39,99.99,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,"Vascular Interventional
Radiology/Neuroendovascular/Pain",5.25,1.47,28.5,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,2 South - Obstetrics/WBN,6.1,2,24.2,4
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Obstetrics/Gynecology,L/D-Procedural,8,11,5.8,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Other,Adult PACU - 2nd floor,7,8,7,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Other,"CPAC - Children Surgical Services: Pre and Post
Surgery",8.44,3.18,21,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Other,Main Adult OR - 2nd Floor,24,6.53,29.42,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Other,Peds OR (CHOR)- 1st Floor,8,2.57,24.87,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Other,Radiation Medicine,2,0.8,20,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Other,Wound Care Clinic,2,1.68,9.5,1
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Pediatric,PEDS 31 - General Pediatrics,8.9,2,35.6,4
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Pediatric,PICU - Pediatric ICU,6.95,4,13.9,2
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Pediatric,Peds 32 - Pediatric Oncology,9.23,2.67,27.7,3
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Psychiatry,A1 - Pediatric Psych,1.95,1.33,11.7,6
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Psychiatry,A2- Adult Psych,2.22,1.33,13.3,6
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Psychiatry,B1 - Adolescent Psych,2.85,1.33,17.1,6
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Psychiatry,B2 - Adult Psych,3.9,1.33,23.5,6
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Psychiatry,B3 - Adult Med Psych,4,1.33,23.8,6
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Rehabilitaion,PMR - Acute Rehab,2.8,1.33,16.6,6
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Stepdown,4 North - Cardiology,5.1,2,20.4,4
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Stepdown,4 South CTS/Post Cath Vascular,5.1,2,20.4,4
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Stepdown,6 South Medicine / Step-Down,7.3,2,29.2,4
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Stepdown,NSDU - Neuro Step-Down Unit,2.78,2,11.1,4
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Emergency Department,Emergency Department,2,4,4,2
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Medical/Surgical,Medical/ Surgical/ Telemetry,2,1.74,9.2,4.6
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Outpatient Clinics,"Dundee Family Health Center located offsite in
Dundee, NY",0,0,17,0
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Outpatient Clinics,"Lifecare Office Practice - located off campus in
Waterloo, NY",1,0.16,113,15
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Outpatient Clinics,"Seneca Falls Urgent Care located offsite in Seneca
Falls, NY",0,0,25,0
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Outpatient Clinics,"Seneca Family Health outpatient provider practice
offisite located in Waterloo, NY",0,0,80,0
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Outpatient Clinics,"Soldiers & Sailors Health Center located on upper
floor of hospital building",0,0,54,0
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Chemical Dependency,LRC-4 Chemical Dependence Rehabilitation,1,0.35,21,21
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Program
(Adult and Pediatric)",8,1.07,56,5
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Mental Health Services O/P,Chemical Dependence- Withdrawal O/P LRC-3,2,2,30,15
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Mental Health Services O/P,Opioid Treatment Program,2,0.07,212,106
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"5 Franklin, Child and Adolescent Unit",4,1.03,27,6
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"6 Franklin, Adult, Fulton",4,0.92,26,6
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"7 Franklin, Adult Fulton",4,0.96,31.2,9
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Psychiatry,"8th Floor , Adult, Fulton",4,1.03,27,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Ambulatory Surgery,"Admits/discharges patients on the day of their surgical
procedure. Located in Bldg 6,2nd floor",5,7.27,5.5,1
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Burn,"JA IP 2A BURN ICU 2nd floor of Bldg 6. burn patients
and ICU level surgical patients",4,5.25,6.1,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"Provides cardiac catheterization for inpatient and
outpatients. Located in Bldg.1, 5th fl.",5,12.5,3.2,1
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Chemical Dependency,"Provides treatment to patients with chemical
dependency. Located bldg1, 9W.",1,1.33,6,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Dental O/P,"Provides moderate sedation for children and adults in
the dental department",2,2.67,6,3
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Dental O/P,"provides dental care to children and adults. located
bldg1, 3rd floor",0,0,90,0
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Dialysis - Acute,"Acute dialysis provided to inpatients. Located BLDG 1,
6th floor",5,5,8,1.6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Adult patients requiring emergent care such as
trauma, pci, stroke . Located building 1, first floor",23,2.44,75.3,3.26
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"The psychiatric ED provides mental health services to
children&adults. located in bldg 1, 1NE1",5,7.27,5.5,1.1
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"provides emergency care to pediatric patients ages
birth to 21 yrs. Located BLDG 1, first floor.",6,1.8,26.7,4.44
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Endoscopy,"performs GI procedures to inpatients and outpatients.
Located BLDG 1, 2nd floor South.",7,6.22,9,1.29
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Infusion Services,"Provides chemotherapy, blood transfusions and other
infusions to outpatients. Bldg 1, 6South",4,1.07,30,7.5
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 2B SURGICAL ICU 2nd floor of Bldg 6. ICU
level surgical / trauma patients",6,4,12,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 4B MICU ICU 4th floor of Bldg 6. medical ICU
level patients.",6,4.71,10.2,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 5B CCU 5th floor of Bldg 6. cardiac and
medical ICU level patients.",5,4,10,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,"Magnetic Resonance
Imaging","Provides MRI's to inpatients and outpatients of all
ages. Located Bldg 6, 3rd floor",1,0.8,10,10
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4D 12 bed general med surg unit. located in bldg 6,2,1.33,12,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 3A SURGERY 3rd floor of Bldg 6. surgical
patients typically found on a routine surgical floor",4,1.53,20.9,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 4A MED/SURG 4th floor of Bldg 6. both medical
and surgical patients",5,1.28,31.3,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5A MED/TELE 5th floor of Bldg 6. post cardiac
catherization patients, stroke patients, medical",2,1.33,12,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5D MED/TELE 5th floor of Bldg 6. medical
patients typically found on a routine medical floor",6,1.5,31.9,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 6A MED/TELE 6th floor of Bldg 6. medical
patients typically found on a routine medical floor",6,1.46,32.8,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Mental Health Services O/P,"Provides outpatient mental health services to adult
patients. located bldg 1, 10th floor.",2,1.6,10,5
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Neonatal,"JA IP 7NJ NICU 7th floor of Bldg 1. neonates who
need specialized, intermediate or intensive care",8,4.3,14.9,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,"provides radiological services for adults and children
Bldg6,3fl",6,0.96,279,46.5
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Obstetrics/Gynecology,"JA IP 7EJ L&D 7th floor of Bldg 1. obstetrical patients
anywhere in the laboring process",7,10.18,5.5,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Obstetrics/Gynecology,"JA IP 7W MOTHER BABY 7th floor of Bldg 1. both
mother & newborn baby plan #patients reflect couplets",5,1.59,25.2,6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Other,"11W provides perioperative care to outpatients.
located in bldg 1, 11 west",3,6.32,3.8,1
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Other,"The OR provides perioperative care to both inpatients
and outpatients. located in bldg 6 ,2E",16,7.23,17.7,1
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Other,"The PACU provides post anesthesia care to all ages of
inpatients and outpatients. BLDG 6, 2D",6,2.71,17.7,2
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Outpatient Clinics,"The Womens Health Clinic provides Ob-GYN care to
women. Located bldg 8, 3rd floor",9,0.33,218.2,24.24
