pfi,hospital_name,county,region,unit_name,unit_description,day_UNLICENSED_count,day_UNLICENSED_hours_per_pt,evening_UNLICENSED_count,evening_UNLICENSED_hours_per_pt,night_UNLICENSED_count,night_UNLICENSED_hours_per_pt
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Emergency Department,Emergency Department,0,0,0,0,0,0
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Intensive Care,General Intensive Care Unit,0,0,0,0,0,0
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,3 Spellman- Inpatient Medical Surgical Unit,0,0,0,0,0,0
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,"4 SMC Inpatient Medical Surgical Unit- Unit currently
closed",0,0,,,,
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,4 Spellman- Inpatient Medical Surgical Unit,0,0,0,0,0,0
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 SMC Inpatient Medical Surgical Unit,0,0,,,,
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 Spellman- Inpatient Medical Surgical Unit,0,0,0,0,0,0
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Emergency Department,Behavioral health Area of the Emergency Department,,,0,0,0,0
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,"4 SMC- Inpatient Medical Surgical Unit- Unit currently
closed",,,0,0,0,0
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 SMC - Inpatient Medical Surgical Unit,,,0,0,,
0989,HealthAlliance Hospital Mary's Avenue Campus,Ulster,Metropolitan Area Regional Office,Medical/Surgical,5 SMC- Inpatient Medical Surgical Unit,,,,,0,0
1002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Emergency Department,ED,2,8,2,8,1,8
1002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Medical/Surgical,Inpatient,2.5,7,2.5,7,2,6
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Emergency Department,Emergency Department,5,1,7,1.02,4,1.39
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Intensive Care,Tower 5 Acute Care Intensive Care Unit,1,0.85,1,0.85,1,0.85
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,4 West Acute Care Medical / Surgical Unit,3,1.06,3,1.06,2,0.7
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 2 Acute Care Medical Unit,3,1.11,2,0.74,2,0.74
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 3 Acute Care Medical Unit,5,1.05,5,1.05,4,0.84
1005,Glens Falls Hospital,Warren,Capital District Regional Office,Medical/Surgical,Tower 6 Acute Care Medical / Surgical Unit,,,,,4,0.83
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Emergency Department,Emergency Department,1,8,1,8,1,8
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Intensive Care,Intensive Care Unit,1,1,,,1,1
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,2 West- Med Surg / Telemetry,4,1,4,1,4,0.1
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,Med Surg / Telemetry Step-down,2,1.3,2,1.3,,
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Intensive Care,Intensive Care Unity,,,1,1,,
1028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Medical/Surgical,Med Surg / Telemetry Step-Down,,,,,2,1.3
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,416048 Emergency Department,3,0.81,,,,
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Intensive Care,415420 INTENSIVE CARE UNIT,0.5,1,0.5,1,0.5,1
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,415107 3S MED SURG,4,1,4,1,4,1
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,415108 4S MED SURG,4,1,4,1,4,1
1039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,416048 EMERGENCY DEPARTMENT,,,4,0.91,2,0.72
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"adult med/surg intensive care cardiac monitoring vent
support assignment based on acuity",1,1.15,,,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency/critical care non- urgent/ life threatening
to all patients, assignments based on acuity",16,1,16,1,6,1
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Intensive Care,"ICU adult med/surg intensive care, cardiac monitoring
vent resp support assignment based on acuity",1,0.89,,,1,0.89
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Intensive Care,"Neonatal Intensive Care Level 3,, cardiac monitoring,
vent.resp. support,assignments based on acuity",0,0,0,0,0,0
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"2I adult medical surgical ,telemetry, cardiac
monitoring",3,1.17,,,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"4E adult complex med/surg telemetry and central
cardiac monitoring, vent. resp. support, stroke care",9,1.25,9,1.25,9,1.25
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"4I Orthopedics adult medical surgical, telemetry
cardiac monitoring, specialized orthopedic recovery",4,1.09,4,1.09,4,1.09
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5E - adult medical surgical, telemetry cardiac
monitoring, specialized postoperative recovery care",7,1.03,7,1.03,7,1.03
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5F Oncology adult medical surgical, telemetry cardiac
monitoring, oncology care, end of life care",6,1.14,6,1.14,6,1.14
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5I - Adult and Pediatrics medical /surgical, telemetry
cardiac monitoring, epilepsy care",4,1.15,4,1.15,4,1.15
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"CCU adult med/surg intensive care, cardiac
monitoring vent resp support assignment based on
acuity",,,1,1.15,1,1.15
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Critical Care,"ICU adult med/surg intensive care, cardiac monitoring
vent resp support assignment based on acuity",,,1,0.89,,
1045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"2I adult medical surgical ,telemetry cardiac monitoring",,,3,1.17,3,1.17
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,24 Hour Emergency Services,3,1,3,1,,
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine Forensic DOCS,1,1,,,,
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine/Surgery Unit,1,1,1,1,1,1
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,General Medicine Forensic DOCS Unit,,,1,1,1,1
1061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,24 hour Emergency Services,,,,,3,1
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,ICU (Intensive Care Unit),1,1.5,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine, located on ground floor of
hospital",2.66,0.5,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"3 North Orthopedic Unit (Medicine and Post Surgical
Patients)",1,0.9,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 Joyce Med Surge (Medicine and Surgical Patients),2,0.7,,,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 Joyce Med Surge,2,0.8,2,0.8,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,ICU,,,1,1.5,1,1.5
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine located on the ground floor of
the hospital",,,3.1,0.5,,
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,3 North Orthopedic,,,1,0.9,1,0.9
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 Joyce Med Surge,,,2,0.7,2,0.7
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Medicine, located on the ground floor of
the hospital",,,,,1.86,0.7
1072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 Joyce (Med Surge),,,,,2,0.8
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department,5,0,5,0,5,0
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Intensive Care,ICU,1,0.31,1,0.31,2,0.63
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 south medical surgical,2,0.63,2,0.63,2,0.63
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,6 south medical surgical,2,0.63,2,0.63,2,0.63
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 west medical surgical,2,0.63,2,0.63,2,0.63
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,8 west- medical surgical,2,0.63,,,,
1097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Medical/Surgical,8 west medical surgical,,,2,0.63,2,0.63
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,Intensive Care Unit,2.2,17.6,,,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department. treating patients needing
emergency care including stroke, cardiac, fractures.",2.3,26.5,,,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Hall 5 - Medical/Surgical Unit,3.2,25.6,3.15,25.2,2.33,18.65
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Hall 6 - Medical/Surgical/Telemetry,3.2,25.6,3.15,25.2,2.33,18.65
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department treating acute emergencies
including stroke, cardiac, fractures.",,,4,28,,
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Intensive Care,Intensive Care Unit,,,2.15,17.2,1.33,10.65
1098,St Josephs Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department caring for stroke, cardiac,
fractures.",,,,,3,24
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,"2nd Floor- Intensive Care Unit (ICU)- Critical care to
adult med/surg patients 18 years or older.",1,2.7,1,2.71,1,2.71
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Main Floor- 24 hr care including diagnostic eval,
consultation, treatment, admission &/or transfer",3,0.76,3,0.37,2,0.4
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"5th Floor - Surgical Inpatient Unit- adult surgically
stable patients (includes orthopedics)",0,0,0,0,0,0
1117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,"6th Floor- Mixed Medical Oncology Unit- adult
medical/oncology care",4,2.72,3.5,2.72,3,2.72
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Critical Care,755420 - 3S Adult Critical Care,2,1,2,1,,
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Emergency Department,755485 EMERGENCY ROOM,5.57,1.35,6.43,1.23,4.71,1.3
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755116 5-SOUTH MED SURG,3,1,3,1,3,1
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755123 - 5 North - Medical/Surgical,3,1,,,,
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755128 6-NORTH MED SURG,3,1,3,1,2,1
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Medical/Surgical,755123 5-NORTH MED SURG,,,3,1,2,1
1122,New York-Presbyterian Westchester,Westchester,Metropolitan Area Regional Office,Critical Care,755420 3S Adult Critical Care,,,,,2,1
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department,1,0,1,0,1,0
1124,SJRH - Dobbs Ferry Pavilion,Westchester,Metropolitan Area Regional Office,Medical/Surgical,Medical Surgical,1,0.94,1,0.93,1,0.93
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Critical Care,Critical Care (ICU),1,1.79,,,1,1.79
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department - 32 Beds - 701 G-Level,3,0.45,,,,
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,2 North,2,1.25,,,,
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 North - Neurology Services / Palliative Care/ Chemo,1,0.96,,,1,0.96
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,"Emergency Department - 32 Bed Capacity - 701
North Broadway - G Level",,,2,0.9,,
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Department - 32 Bed Capacity - G Level,,,,,1,1.36
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,2 North - Surgery,,,,,2,1.25
1129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 South - Medical/Surgical,,,,,2,1.39
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CICU - Cardiac Intensive Care Unit,0,0,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CTICU - Cardiothoracic Intensive Care Unit,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,MICU - Medical ICU,0,0,,,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,NESICU - Neurosurgical ICU,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,SICU - Surgical ICU,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,TICU - Trauma ICU,0,0,,,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Emergency Department,Emergency Services - 1st Floor,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,3 South Med/Surg Neuro,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 North Medicine/Bariatric,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,5 South - Medicine,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,6 North Ortho/Trauma/Surgery/Vascular,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 North Transplant/Gyn/Gyn-Onc/GU,0,0,0,0,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 South - Oncology,0,0,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,MICU- Medical ICU,,,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,TICU,,,1,8,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,4 South CTS/Post Cath Vascular,,,0,0,,
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Critical Care,CICU,,,,,0,0
1139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Medical/Surgical,7 South Oncology,,,,,0,0
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Emergency Department,Emergency Department,0,0,0,0,0,0
1158,Soldiers and Sailors Memorial Hospital of Yates County,Yates,Western Regional Office,Medical/Surgical,Medical/ Surgical/ Telemetry,0,0,0,0,1,0.87
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Program
(Adult and Pediatric)",10,0.75,,,,
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Program
( CPEP)",,,9,1.2,,
1164,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Department
(CPEP)",,,,,6,0.8
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"Adult patients requiring emergent care such as
trauma, pci, stroke . Located building 1, first floor",13,1.38,15,1.6,13,1.38
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"The psychiatric ED provides mental health services to
children&adults. located in bldg 1, 1NE1",7,10.18,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"provides emergency care to pediatric patients ages
birth to 21 yrs. Located BLDG 1, first floor.",2,0.6,3,0.9,2,0.6
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 2B SURGICAL ICU 2nd floor of Bldg 6. ICU
level surgical / trauma patients",1,0.67,1,0.67,1,0.67
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 4B MICU ICU 4th floor of Bldg 6. medical ICU
level patients.",1,0.78,1,0.78,1,0.78
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 5B CCU 5th floor of Bldg 6. cardiac and
medical ICU level patients.",1,0.8,,,1,0.8
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4D 12 bed general med surg unit. located in bldg 6,1,0.67,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 3A SURGERY 3rd floor of Bldg 6. surgical
patients typically found on a routine surgical floor",2,0.77,2,0.77,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 4A MED/SURG 4th floor of Bldg 6. both medical
and surgical patients",3,0.77,3,0.77,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5A MED/TELE 5th floor of Bldg 6. post cardiac
catherization patients, stroke patients, medical",1,0.67,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5D MED/TELE 5th floor of Bldg 6. medical
patients typically found on a routine medical floor",3,0.75,3,0.75,3,0.75
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 6A MED/TELE 6th floor of Bldg 6. medical
patients typically found on a routine medical floor",3,0.73,,,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Emergency Department,"The psychiatric ED provides mental health services to
children&adults. located in bldg 1,1NE1",,,7,10.18,7,10.18
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 5B ICU 5th floor of Bldg 6. cardiac and medical
ICU level patients.",,,1,0.8,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4D medicine delivers care to patients with various
medical conditions. BLDG6, 4th floor",,,1,0.67,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5A MED 5th floor of Bldg 6. stroke and other
medical patients",,,1,0.67,,
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 6A MED/TELE Med/Surg 6th floor of Bldg 6.
medical patients typically found on a routine medical
floor",,,3,0.73,3,0.73
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Intensive Care,"JA IP 2A BURN ICU 2nd floor of Bldg 6. burn patients
and ICU level surgical patients",,,,,1,1.31
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,4D provides medical care to a variety of adult patients,,,,,1,0.67
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 3A SURGERY Med/Surg 3rd floor of Bldg 6.
surgical patients typically found on a routine surgical
floor",,,,,2,0.77
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 4A MED/SURG 4th floor of Bldg 6. both medical
and surgical patients typically found on a routine
medical/surgical floor",,,,,3,0.77
1165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"JA IP 5A MED 5th floor of Bldg 6. stroke patients and
medical patients",,,,,1,0.67
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Critical Care,"5 ICU Adult - Inpatient Critical Care-Adult Medicine
24 HRS/7 DAY",2,1.2,2,1.2,2,1.2
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Emergency Department,"Wakefield Emergency Department CC# 30571
ED-50,000-79,999 Annual Visits Days/ Hrs: 24 HRS/7
DAY",6,1.3,6,1,5,0
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"3 North Adult - Inpatient Med-Surg Comb.-Adult
Medicine 24 HRS/7 DAY",4,1,4,1,4,1
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4 North Adult - Inpatient Medical-Adult Medicine 24
HRS/7 DAY",4,0.9,4,0.9,4,0.9
1168,Montefiore Medical Center - Wakefield Hospital,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"4 South Adult - Inpatient Medical-Adult Medicine 24
HRS/7 DAY",4,0.9,4,0.9,4,0.9
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"CHAM 10 ICU Pediatric - Inpatient Critical
Care-Pediatric Med-Surg ICU",3,1.3,3,1.3,3,1.3
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"CHAM PCVCU Pediatric - Inpatient Critical
Care-Pediatric Cardiac ICU Cardiology",1,3.3,1,3.3,1,3.3
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Cardiothoracic Surgery ICU Adult - Inpatient Critical
Care-Adult Cardio-thoracic ICU Surgery",2,1,2,1,2,1
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Coronary Care Unit Adult - Inpatient Critical
Care-Adult Cardiac ICU Cardiology",2,1.5,2,1.5,2,1.5
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Medical ICU Adult - Inpatient Critical Care-Adult
Medical ICU Medicine",2,1.4,2,1.4,2,1.4
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Neuro ICU Adult - Inpatient Critical Care-Adult
Neuro ICU Surgery",2,1.7,2,1.7,2,1.7
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Critical Care,"Surgical ICU Adult - Inpatient Critical Care-Adult
Surgical ICU Surgery",2,2.1,2,2.1,2,2.1
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Emergency Department,"""CHAM ED Type: ED-50,000-79,999 Annual Visits
Days/ Hrs.: 24 HRS/7 DAY""",2.5,0.9,3.5,0.8,2.5,1.6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Emergency Department,"""Moses Adult ED + POS Type: ED-Greater than
80,000 Annual Visits Days/ Hrs.: 24 HRS/7 DAY""",8,0.7,10,0.7,8,0
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"7AW/S Adult - Inpatient Step Down-Adult Surgical
Step-down Surgery",5,2.2,5,2.2,5,2.2
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 4 Adult - Inpatient Medical-Adult Medicine,3,0.6,3,0.6,3,0.6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 5 Adult - Inpatient Medical-Adult Medicine,3,0.7,3,0.7,3,0.7
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 6 Adult - Inpatient Medical-Adult Medicine,3,0.8,3,0.8,3,0.8
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,Klau 7 Adult - Inpatient Medical-Adult Medicine,3,0.8,3,0.8,3,0.8
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Klau 8 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",4,1.1,,,4,1.1
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"NW 8 10541 Adult - Inpatient Medical-Adult n/a
Hematology/Oncology",3,22.5,,,,
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 3 Adult - Inpatient Med-Surg Comb.-Adult
Neuro/neurosurgery Neurology",4,1.1,4,1.1,4,1.1
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 4 Adult - Inpatient Blended Acuity-Adult
Medical Medicine",3,0.6,3,0.6,3,0.6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 5 Adult - Inpatient Blended Acuity-Adult
Medical Medicine",3,0.6,3,0.6,3,0.6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 6 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",3,0.6,3,0.6,3,0.6
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 7 Adult - Inpatient Blended Acuity-Adult
Med-Surg Medicine",3,0.7,3,0.7,3,0.7
1169,Montefiore Medical Center - Henry & Lucy Moses Div,Bronx,Metropolitan Area Regional Office,Medical/Surgical,"Northwest 8 Adult - Inpatient Medical-Adult
Hematology/Oncology",,,3,0.6,3,0.6
